sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2020,Mar,11,09:00
AFAM VI (GAS/STEAM),366.0,4.0,2020,Mar,11,09:00
ALAOJI NIPP (GAS),220.2,2.0,2020,Mar,11,09:00
DELTA (GAS),274.0,7.0,2020,Mar,11,09:00
EGBIN (STEAM),654.0,4.0,2020,Mar,11,09:00
GEREGU NIPP (GAS),90.0,1.0,2020,Mar,11,09:00
JEBBA (HYDRO),340.0,4.0,2020,Mar,11,09:00
KAINJI (HYDRO),291.0,3.0,2020,Mar,11,09:00
ODUKPANI NIPP (GAS),301.6,3.0,2020,Mar,11,09:00
OLORUNSOGO (GAS),60.9,2.0,2020,Mar,11,09:00
OMOTOSHO (GAS),93.8,3.0,2020,Mar,11,09:00
PARAS ENERGY (GAS),93.0,11.0,2020,Mar,11,09:00
RIVERS IPP (GAS),105.0,1.0,2020,Mar,11,09:00
SAPELE (STEAM),49.0,1.0,2020,Mar,11,09:00
SHIRORO (HYDRO),434.0,3.0,2020,Mar,11,09:00
TRANS-AMADI (GAS),71.5,4.0,2020,Mar,11,09:00
