sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),52.0,1.0,2021,Apr,26,08:00
AZURA-EDO IPP (GAS),427.0,3.0,2021,Apr,26,08:00
DELTA (GAS),347.0,8.0,2021,Apr,26,08:00
EGBIN (STEAM),841.0,5.0,2021,Apr,26,08:00
GEREGU (GAS),358.0,3.0,2021,Apr,26,08:00
GEREGU NIPP (GAS),215.0,2.0,2021,Apr,26,08:00
JEBBA (HYDRO),271.0,3.0,2021,Apr,26,08:00
KAINJI (HYDRO),287.0,4.0,2021,Apr,26,08:00
ODUKPANI NIPP (GAS),322.7,3.0,2021,Apr,26,08:00
OLORUNSOGO (GAS),59.8,2.0,2021,Apr,26,08:00
OMOKU (GAS),39.0,2.0,2021,Apr,26,08:00
OMOTOSHO (GAS),99.7,3.0,2021,Apr,26,08:00
PARAS ENERGY (GAS),54.8,8.0,2021,Apr,26,08:00
RIVERS IPP (GAS),80.0,1.0,2021,Apr,26,08:00
SAPELE (STEAM),52.0,1.0,2021,Apr,26,08:00
SHIRORO (HYDRO),116.0,2.0,2021,Apr,26,08:00
TRANS-AMADI (GAS),52.2,4.0,2021,Apr,26,08:00
