sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2021,Feb,13,07:00
AFAM VI (GAS/STEAM),241.0,4.0,2021,Feb,13,07:00
DELTA (GAS),242.0,6.0,2021,Feb,13,07:00
EGBIN (STEAM),953.0,5.0,2021,Feb,13,07:00
GEREGU (GAS),384.0,3.0,2021,Feb,13,07:00
GEREGU NIPP (GAS),124.0,1.0,2021,Feb,13,07:00
KAINJI (HYDRO),323.0,4.0,2021,Feb,13,07:00
ODUKPANI NIPP (GAS),287.2,3.0,2021,Feb,13,07:00
OMOKU (GAS),40.8,3.0,2021,Feb,13,07:00
OMOTOSHO (GAS),98.6,3.0,2021,Feb,13,07:00
OMOTOSHO NIPP (GAS),100.6,1.0,2021,Feb,13,07:00
PARAS ENERGY (GAS),50.8,8.0,2021,Feb,13,07:00
RIVERS IPP (GAS),130.0,1.0,2021,Feb,13,07:00
SAPELE (STEAM),54.0,1.0,2021,Feb,13,07:00
SHIRORO (HYDRO),285.0,4.0,2021,Feb,13,07:00
TRANS-AMADI (GAS),78.0,4.0,2021,Feb,13,07:00
