sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),132.0,4.0,2019,Oct,31,08:00
AZURA-EDO IPP (GAS),125.0,1.0,2019,Oct,31,08:00
DELTA (GAS),233.0,8.0,2019,Oct,31,08:00
EGBIN (STEAM),311.0,3.0,2019,Oct,31,08:00
GEREGU NIPP (GAS),80.0,1.0,2019,Oct,31,08:00
IBOM POWER (GAS),38.2,1.0,2019,Oct,31,08:00
IHOVBOR NIPP (GAS),95.0,1.0,2019,Oct,31,08:00
JEBBA (HYDRO),368.0,5.0,2019,Oct,31,08:00
KAINJI (HYDRO),349.0,4.0,2019,Oct,31,08:00
ODUKPANI NIPP (GAS),175.8,2.0,2019,Oct,31,08:00
OLORUNSOGO (GAS),83.3,4.0,2019,Oct,31,08:00
OMOKU (GAS),42.4,4.0,2019,Oct,31,08:00
OMOTOSHO (GAS),54.0,2.0,2019,Oct,31,08:00
OMOTOSHO NIPP (GAS),96.1,1.0,2019,Oct,31,08:00
PARAS ENERGY (GAS),8.0,1.0,2019,Oct,31,08:00
RIVERS IPP (GAS),50.0,1.0,2019,Oct,31,08:00
SAPELE (STEAM),31.0,1.0,2019,Oct,31,08:00
TRANS-AMADI (GAS),36.4,3.0,2019,Oct,31,08:00
