sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),110.4,4.0,2019,May,6,12:00
AZURA-EDO IPP (GAS),430.0,3.0,2019,May,6,12:00
GEREGU (GAS),140.0,1.0,2019,May,6,12:00
GEREGU NIPP (GAS),138.0,1.0,2019,May,6,12:00
IBOM POWER (GAS),98.5,1.0,2019,May,6,12:00
IHOVBOR NIPP (GAS),96.9,1.0,2019,May,6,12:00
JEBBA (HYDRO),359.0,4.0,2019,May,6,12:00
KAINJI (HYDRO),372.0,4.0,2019,May,6,12:00
ODUKPANI NIPP (GAS),299.9,3.0,2019,May,6,12:00
OMOKU (GAS),55.5,3.0,2019,May,6,12:00
OMOTOSHO (GAS),197.9,6.0,2019,May,6,12:00
OMOTOSHO NIPP (GAS),108.3,1.0,2019,May,6,12:00
PARAS ENERGY (GAS),64.9,11.0,2019,May,6,12:00
RIVERS IPP (GAS),150.0,1.0,2019,May,6,12:00
SAPELE (STEAM),57.0,1.0,2019,May,6,12:00
