sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2019,Sep,5,17:00
AFAM VI (GAS/STEAM),116.0,4.0,2019,Sep,5,17:00
ALAOJI NIPP (GAS),72.1,1.0,2019,Sep,5,17:00
AZURA-EDO IPP (GAS),125.0,1.0,2019,Sep,5,17:00
EGBIN (STEAM),339.0,3.0,2019,Sep,5,17:00
GEREGU (GAS),120.0,1.0,2019,Sep,5,17:00
GEREGU NIPP (GAS),80.0,1.0,2019,Sep,5,17:00
IBOM POWER (GAS),67.3,1.0,2019,Sep,5,17:00
IHOVBOR NIPP (GAS),75.3,1.0,2019,Sep,5,17:00
JEBBA (HYDRO),225.0,3.0,2019,Sep,5,17:00
KAINJI (HYDRO),188.0,4.0,2019,Sep,5,17:00
ODUKPANI NIPP (GAS),270.1,3.0,2019,Sep,5,17:00
OLORUNSOGO (GAS),84.7,3.0,2019,Sep,5,17:00
OMOKU (GAS),80.3,4.0,2019,Sep,5,17:00
OMOTOSHO (GAS),136.0,4.0,2019,Sep,5,17:00
OMOTOSHO NIPP (GAS),69.6,1.0,2019,Sep,5,17:00
PARAS ENERGY (GAS),69.7,8.0,2019,Sep,5,17:00
RIVERS IPP (GAS),105.0,1.0,2019,Sep,5,17:00
SAPELE (STEAM),47.0,1.0,2019,Sep,5,17:00
SAPELE NIPP (GAS),73.8,1.0,2019,Sep,5,17:00
SHIRORO (HYDRO),220.0,4.0,2019,Sep,5,17:00
TRANS-AMADI (GAS),59.9,3.0,2019,Sep,5,17:00
