sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2019,May,18,10:00
AFAM VI (GAS/STEAM),254.0,4.0,2019,May,18,10:00
AZURA-EDO IPP (GAS),225.0,3.0,2019,May,18,10:00
DELTA (GAS),260.0,9.0,2019,May,18,10:00
EGBIN (STEAM),417.0,4.0,2019,May,18,10:00
GEREGU (GAS),212.0,2.0,2019,May,18,10:00
GEREGU NIPP (GAS),150.0,2.0,2019,May,18,10:00
IBOM POWER (GAS),83.9,1.0,2019,May,18,10:00
IHOVBOR NIPP (GAS),104.7,1.0,2019,May,18,10:00
JEBBA (HYDRO),259.0,3.0,2019,May,18,10:00
KAINJI (HYDRO),329.0,4.0,2019,May,18,10:00
ODUKPANI NIPP (GAS),182.1,2.0,2019,May,18,10:00
OLORUNSOGO (GAS),205.4,7.0,2019,May,18,10:00
OLORUNSOGO NIPP (GAS),79.1,1.0,2019,May,18,10:00
OMOKU (GAS),57.0,3.0,2019,May,18,10:00
OMOTOSHO (GAS),203.2,6.0,2019,May,18,10:00
OMOTOSHO NIPP (GAS),103.3,1.0,2019,May,18,10:00
PARAS ENERGY (GAS),60.2,8.0,2019,May,18,10:00
RIVERS IPP (GAS),121.0,1.0,2019,May,18,10:00
SAPELE (STEAM),55.0,1.0,2019,May,18,10:00
SAPELE NIPP (GAS),82.1,1.0,2019,May,18,10:00
