sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),49.0,1.0,2018,May,23,21:30
AFAM VI (GAS/STEAM),410.0,4.0,2018,May,23,21:30
GEREGU (GAS),272.0,2.0,2018,May,23,21:30
IBOM POWER (GAS),72.8,1.0,2018,May,23,21:30
IHOVBOR NIPP (GAS),211.5,2.0,2018,May,23,21:30
JEBBA (HYDRO),323.0,4.0,2018,May,23,21:30
KAINJI (HYDRO),234.0,3.0,2018,May,23,21:30
OLORUNSOGO (GAS),117.4,4.0,2018,May,23,21:30
OMOTOSHO NIPP (GAS),104.6,1.0,2018,May,23,21:30
SAPELE (STEAM),50.0,1.0,2018,May,23,21:30
SHIRORO (HYDRO),526.0,4.0,2018,May,23,21:30
