sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),32.0,1.0,2019,Aug,20,03:00
AFAM VI (GAS/STEAM),244.0,4.0,2019,Aug,20,03:00
AZURA-EDO IPP (GAS),150.0,2.0,2019,Aug,20,03:00
DELTA (GAS),314.0,10.0,2019,Aug,20,03:00
EGBIN (STEAM),404.0,4.0,2019,Aug,20,03:00
GEREGU NIPP (GAS),80.0,1.0,2019,Aug,20,03:00
IBOM POWER (GAS),67.5,1.0,2019,Aug,20,03:00
IHOVBOR NIPP (GAS),90.0,1.0,2019,Aug,20,03:00
JEBBA (HYDRO),255.0,3.0,2019,Aug,20,03:00
KAINJI (HYDRO),275.0,4.0,2019,Aug,20,03:00
ODUKPANI NIPP (GAS),30.4,1.0,2019,Aug,20,03:00
OMOKU (GAS),50.8,4.0,2019,Aug,20,03:00
PARAS ENERGY (GAS),60.9,8.0,2019,Aug,20,03:00
RIVERS IPP (GAS),80.0,1.0,2019,Aug,20,03:00
SAPELE (STEAM),69.0,2.0,2019,Aug,20,03:00
SAPELE NIPP (GAS),80.2,1.0,2019,Aug,20,03:00
SHIRORO (HYDRO),499.0,4.0,2019,Aug,20,03:00
TRANS-AMADI (GAS),65.5,3.0,2019,Aug,20,03:00
