sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2021,Oct,17,22:00
AZURA-EDO IPP (GAS),375.0,3.0,2021,Oct,17,22:00
DELTA (GAS),300.0,8.0,2021,Oct,17,22:00
EGBIN (STEAM),574.0,3.0,2021,Oct,17,22:00
GEREGU (GAS),203.0,2.0,2021,Oct,17,22:00
GEREGU NIPP (GAS),119.0,1.0,2021,Oct,17,22:00
JEBBA (HYDRO),466.0,5.0,2021,Oct,17,22:00
KAINJI (HYDRO),343.0,4.0,2021,Oct,17,22:00
ODUKPANI NIPP (GAS),273.4,3.0,2021,Oct,17,22:00
OLORUNSOGO (GAS),120.0,4.0,2021,Oct,17,22:00
OMOKU (GAS),46.5,3.0,2021,Oct,17,22:00
OMOTOSHO (GAS),161.3,5.0,2021,Oct,17,22:00
PARAS ENERGY (GAS),40.0,7.0,2021,Oct,17,22:00
RIVERS IPP (GAS),80.0,1.0,2021,Oct,17,22:00
SAPELE (STEAM),51.0,1.0,2021,Oct,17,22:00
SHIRORO (HYDRO),436.0,3.0,2021,Oct,17,22:00
TRANS-AMADI (GAS),60.4,4.0,2021,Oct,17,22:00
