sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),120.0,2.0,2021,Oct,1,19:00
AFAM VI (GAS/STEAM),160.0,4.0,2021,Oct,1,19:00
ALAOJI NIPP (GAS),82.5,1.0,2021,Oct,1,19:00
AZURA-EDO IPP (GAS),375.0,3.0,2021,Oct,1,19:00
EGBIN (STEAM),457.0,4.0,2021,Oct,1,19:00
GEREGU NIPP (GAS),109.0,1.0,2021,Oct,1,19:00
JEBBA (HYDRO),460.0,5.0,2021,Oct,1,19:00
KAINJI (HYDRO),282.0,4.0,2021,Oct,1,19:00
ODUKPANI NIPP (GAS),250.7,3.0,2021,Oct,1,19:00
OLORUNSOGO (GAS),111.3,4.0,2021,Oct,1,19:00
OMOKU (GAS),55.8,3.0,2021,Oct,1,19:00
OMOTOSHO (GAS),129.2,4.0,2021,Oct,1,19:00
PARAS ENERGY (GAS),40.0,7.0,2021,Oct,1,19:00
RIVERS IPP (GAS),120.0,1.0,2021,Oct,1,19:00
SAPELE (STEAM),52.0,1.0,2021,Oct,1,19:00
SAPELE NIPP (GAS),64.7,1.0,2021,Oct,1,19:00
SHIRORO (HYDRO),418.0,3.0,2021,Oct,1,19:00
TRANS-AMADI (GAS),54.0,3.0,2021,Oct,1,19:00
