sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),30.0,1.0,2020,Aug,10,01:00
AFAM VI (GAS/STEAM),261.0,4.0,2020,Aug,10,01:00
AZURA-EDO IPP (GAS),275.0,3.0,2020,Aug,10,01:00
GEREGU (GAS),160.0,2.0,2020,Aug,10,01:00
GEREGU NIPP (GAS),81.0,1.0,2020,Aug,10,01:00
IHOVBOR NIPP (GAS),80.9,1.0,2020,Aug,10,01:00
JEBBA (HYDRO),308.0,4.0,2020,Aug,10,01:00
KAINJI (HYDRO),235.0,4.0,2020,Aug,10,01:00
ODUKPANI NIPP (GAS),151.4,2.0,2020,Aug,10,01:00
OMOKU (GAS),34.1,5.0,2020,Aug,10,01:00
OMOTOSHO (GAS),152.8,5.0,2020,Aug,10,01:00
PARAS ENERGY (GAS),48.4,8.0,2020,Aug,10,01:00
RIVERS IPP (GAS),70.0,1.0,2020,Aug,10,01:00
SAPELE (STEAM),43.6,2.0,2020,Aug,10,01:00
SHIRORO (HYDRO),265.0,3.0,2020,Aug,10,01:00
TRANS-AMADI (GAS),42.3,4.0,2020,Aug,10,01:00
