unit,num,sector,year,month,day,hour
4,578.00,EGBIN (STEAM),2018,Jan,1,07:00
1,99.00,GEREGU NIPP (GAS),2018,Jan,1,07:00
1,67.50,IHOVBOR NIPP (GAS),2018,Jan,1,07:00
1,80.20,OLORUNSOGO NIPP (GAS),2018,Jan,1,07:00
4,141.10,OMOTOSHO (GAS),2018,Jan,1,07:00
1,91.50,OMOTOSHO NIPP (GAS),2018,Jan,1,07:00
9,69.40,PARAS ENERGY (GAS),2018,Jan,1,07:00
