sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),284.0,4.0,2020,Apr,17,19:45
ALAOJI NIPP (GAS),211.8,2.0,2020,Apr,17,19:45
AZURA-EDO IPP (GAS),364.0,3.0,2020,Apr,17,19:45
DELTA (GAS),401.0,1.0,2020,Apr,17,19:45
GEREGU (GAS),277.0,3.0,2020,Apr,17,19:45
GEREGU NIPP (GAS),130.0,1.0,2020,Apr,17,19:45
IBOM POWER (GAS),81.8,1.0,2020,Apr,17,19:45
JEBBA (HYDRO),363.0,4.0,2020,Apr,17,19:45
ODUKPANI NIPP (GAS),327.9,3.0,2020,Apr,17,19:45
OLORUNSOGO (GAS),129.6,1.0,2020,Apr,17,19:45
OMOTOSHO NIPP (GAS),109.4,1.0,2020,Apr,17,19:45
RIVERS IPP (GAS),90.0,1.0,2020,Apr,17,19:45
SAPELE (STEAM),61.8,2.0,2020,Apr,17,19:45
SHIRORO (HYDRO),408.0,3.0,2020,Apr,17,19:45
TRANS-AMADI (GAS),84.5,4.0,2020,Apr,17,19:45
