unit,num,sector,year,month,day,hour
4,0.00,AFAM VI (GAS/STEAM),2018,Feb,3,05:00
4,548.00,EGBIN (STEAM),2018,Feb,3,05:00
1,103.00,GEREGU NIPP (GAS),2018,Feb,3,05:00
1,78.00,IHOVBOR NIPP (GAS),2018,Feb,3,05:00
6,194.00,OLORUNSOGO (GAS),2018,Feb,3,05:00
2,200.50,OMOTOSHO NIPP (GAS),2018,Feb,3,05:00
9,69.40,PARAS ENERGY (GAS),2018,Feb,3,05:00
