sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,2.0,2021,May,22,04:00
ALAOJI NIPP (GAS),115.2,1.0,2021,May,22,04:00
AZURA-EDO IPP (GAS),376.0,3.0,2021,May,22,04:00
GEREGU (GAS),292.0,3.0,2021,May,22,04:00
JEBBA (HYDRO),168.0,3.0,2021,May,22,04:00
KAINJI (HYDRO),128.0,3.0,2021,May,22,04:00
ODUKPANI NIPP (GAS),269.2,3.0,2021,May,22,04:00
OLORUNSOGO (GAS),81.7,3.0,2021,May,22,04:00
OMOKU (GAS),38.5,2.0,2021,May,22,04:00
OMOTOSHO (GAS),67.9,2.0,2021,May,22,04:00
PARAS ENERGY (GAS),48.4,8.0,2021,May,22,04:00
SHIRORO (HYDRO),100.0,2.0,2021,May,22,04:00
TRANS-AMADI (GAS),47.5,3.0,2021,May,22,04:00
