sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),120.0,2.0,2021,Jul,20,21:15
ALAOJI NIPP (GAS),225.4,2.0,2021,Jul,20,21:15
AZURA-EDO IPP (GAS),430.0,3.0,2021,Jul,20,21:15
GEREGU (GAS),282.0,2.0,2021,Jul,20,21:15
GEREGU NIPP (GAS),136.0,1.0,2021,Jul,20,21:15
JEBBA (HYDRO),403.0,5.0,2021,Jul,20,21:15
ODUKPANI NIPP (GAS),215.4,2.0,2021,Jul,20,21:15
OLORUNSOGO (GAS),121.0,1.0,2021,Jul,20,21:15
OMOTOSHO (GAS),110.9,3.0,2021,Jul,20,21:15
PARAS ENERGY (GAS),52.2,1.0,2021,Jul,20,21:15
RIVERS IPP (GAS),132.0,1.0,2021,Jul,20,21:15
SAPELE (STEAM),52.0,1.0,2021,Jul,20,21:15
SAPELE NIPP (GAS),90.1,1.0,2021,Jul,20,21:15
TRANS-AMADI (GAS),88.9,4.0,2021,Jul,20,21:15
