sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),40.0,1.0,2021,Dec,11,08:00
AFAM VI (GAS/STEAM),276.0,4.0,2021,Dec,11,08:00
ALAOJI NIPP (GAS),81.4,1.0,2021,Dec,11,08:00
AZURA-EDO IPP (GAS),401.0,3.0,2021,Dec,11,08:00
DELTA (GAS),255.0,8.0,2021,Dec,11,08:00
EGBIN (STEAM),608.0,3.0,2021,Dec,11,08:00
GEREGU (GAS),267.0,2.0,2021,Dec,11,08:00
GEREGU NIPP (GAS),96.0,1.0,2021,Dec,11,08:00
IBOM POWER (GAS),30.2,1.0,2021,Dec,11,08:00
IHOVBOR NIPP (GAS),95.0,1.0,2021,Dec,11,08:00
JEBBA (HYDRO),457.0,5.0,2021,Dec,11,08:00
KAINJI (HYDRO),464.0,5.0,2021,Dec,11,08:00
ODUKPANI NIPP (GAS),200.8,2.0,2021,Dec,11,08:00
OLORUNSOGO (GAS),62.9,2.0,2021,Dec,11,08:00
OMOKU (GAS),52.4,3.0,2021,Dec,11,08:00
OMOTOSHO (GAS),82.9,3.0,2021,Dec,11,08:00
OMOTOSHO NIPP (GAS),84.1,1.0,2021,Dec,11,08:00
PARAS ENERGY (GAS),35.38,6.0,2021,Dec,11,08:00
RIVERS IPP (GAS),146.0,1.0,2021,Dec,11,08:00
SAPELE (STEAM),51.0,1.0,2021,Dec,11,08:00
SHIRORO (HYDRO),197.0,2.0,2021,Dec,11,08:00
