sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),60.0,2.0,2021,Jul,17,03:00
AZURA-EDO IPP (GAS),375.0,3.0,2021,Jul,17,03:00
DELTA (GAS),311.0,7.0,2021,Jul,17,03:00
EGBIN (STEAM),439.0,4.0,2021,Jul,17,03:00
GEREGU (GAS),240.0,3.0,2021,Jul,17,03:00
GEREGU NIPP (GAS),80.0,1.0,2021,Jul,17,03:00
KAINJI (HYDRO),110.0,2.0,2021,Jul,17,03:00
ODUKPANI NIPP (GAS),173.4,2.0,2021,Jul,17,03:00
OLORUNSOGO (GAS),119.2,4.0,2021,Jul,17,03:00
OMOKU (GAS),42.0,2.0,2021,Jul,17,03:00
OMOTOSHO (GAS),111.3,3.0,2021,Jul,17,03:00
PARAS ENERGY (GAS),49.2,8.0,2021,Jul,17,03:00
RIVERS IPP (GAS),60.0,1.0,2021,Jul,17,03:00
SAPELE (STEAM),43.0,1.0,2021,Jul,17,03:00
SAPELE NIPP (GAS),85.1,1.0,2021,Jul,17,03:00
TRANS-AMADI (GAS),30.3,4.0,2021,Jul,17,03:00
