sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),40.0,1.0,2021,Jul,30,08:00
ALAOJI NIPP (GAS),86.1,1.0,2021,Jul,30,08:00
AZURA-EDO IPP (GAS),420.0,3.0,2021,Jul,30,08:00
DELTA (GAS),375.0,8.0,2021,Jul,30,08:00
EGBIN (STEAM),539.0,3.0,2021,Jul,30,08:00
GEREGU (GAS),250.0,3.0,2021,Jul,30,08:00
GEREGU NIPP (GAS),160.0,2.0,2021,Jul,30,08:00
JEBBA (HYDRO),92.0,1.0,2021,Jul,30,08:00
KAINJI (HYDRO),107.0,2.0,2021,Jul,30,08:00
ODUKPANI NIPP (GAS),105.5,1.0,2021,Jul,30,08:00
OLORUNSOGO (GAS),122.1,4.0,2021,Jul,30,08:00
OMOTOSHO (GAS),136.5,4.0,2021,Jul,30,08:00
OMOTOSHO NIPP (GAS),108.3,1.0,2021,Jul,30,08:00
PARAS ENERGY (GAS),52.4,8.0,2021,Jul,30,08:00
RIVERS IPP (GAS),150.0,1.0,2021,Jul,30,08:00
SAPELE (STEAM),40.0,1.0,2021,Jul,30,08:00
SAPELE NIPP (GAS),82.8,1.0,2021,Jul,30,08:00
SHIRORO (HYDRO),160.0,3.0,2021,Jul,30,08:00
TRANS-AMADI (GAS),41.0,4.0,2021,Jul,30,08:00
