unit,num,sector,year,month,day,hour
4,616.00,EGBIN (STEAM),2018,Jan,1,12:00
1,103.00,GEREGU NIPP (GAS),2018,Jan,1,12:00
1,94.60,IHOVBOR NIPP (GAS),2018,Jan,1,12:00
1,105.50,OLORUNSOGO NIPP (GAS),2018,Jan,1,12:00
4,121.20,OMOTOSHO (GAS),2018,Jan,1,12:00
1,99.70,OMOTOSHO NIPP (GAS),2018,Jan,1,12:00
9,69.40,PARAS ENERGY (GAS),2018,Jan,1,12:00
