sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2020,Dec,15,21:15
AFAM VI (GAS/STEAM),413.0,4.0,2020,Dec,15,21:15
GEREGU (GAS),280.0,2.0,2020,Dec,15,21:15
GEREGU NIPP (GAS),139.0,1.0,2020,Dec,15,21:15
JEBBA (HYDRO),368.0,4.0,2020,Dec,15,21:15
ODUKPANI NIPP (GAS),221.1,2.0,2020,Dec,15,21:15
OLORUNSOGO (GAS),62.9,1.0,2020,Dec,15,21:15
OMOKU (GAS),17.9,1.0,2020,Dec,15,21:15
OMOTOSHO (GAS),96.1,3.0,2020,Dec,15,21:15
OMOTOSHO NIPP (GAS),110.3,1.0,2020,Dec,15,21:15
SHIRORO (HYDRO),430.0,3.0,2020,Dec,15,21:15
TRANS-AMADI (GAS),92.8,4.0,2020,Dec,15,21:15
