sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2019,Jun,21,09:00
AFAM VI (GAS/STEAM),136.0,4.0,2019,Jun,21,09:00
AZURA-EDO IPP (GAS),225.0,3.0,2019,Jun,21,09:00
EGBIN (STEAM),476.0,4.0,2019,Jun,21,09:00
GEREGU (GAS),290.0,3.0,2019,Jun,21,09:00
IHOVBOR NIPP (GAS),88.4,1.0,2019,Jun,21,09:00
JEBBA (HYDRO),151.0,2.0,2019,Jun,21,09:00
ODUKPANI NIPP (GAS),298.8,3.0,2019,Jun,21,09:00
OLORUNSOGO (GAS),196.8,6.0,2019,Jun,21,09:00
OMOKU (GAS),58.2,3.0,2019,Jun,21,09:00
OMOTOSHO (GAS),135.7,4.0,2019,Jun,21,09:00
OMOTOSHO NIPP (GAS),100.5,1.0,2019,Jun,21,09:00
PARAS ENERGY (GAS),58.5,8.0,2019,Jun,21,09:00
RIVERS IPP (GAS),146.0,1.0,2019,Jun,21,09:00
SAPELE (STEAM),61.0,1.0,2019,Jun,21,09:00
SHIRORO (HYDRO),117.0,4.0,2019,Jun,21,09:00
TRANS-AMADI (GAS),63.9,3.0,2019,Jun,21,09:00
