sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),30.0,1.0,2019,Aug,30,10:00
AZURA-EDO IPP (GAS),135.0,1.0,2019,Aug,30,10:00
DELTA (GAS),266.0,9.0,2019,Aug,30,10:00
EGBIN (STEAM),310.0,4.0,2019,Aug,30,10:00
GEREGU (GAS),130.0,1.0,2019,Aug,30,10:00
GEREGU NIPP (GAS),80.0,1.0,2019,Aug,30,10:00
IBOM POWER (GAS),64.5,1.0,2019,Aug,30,10:00
IHOVBOR NIPP (GAS),96.9,1.0,2019,Aug,30,10:00
JEBBA (HYDRO),328.0,4.0,2019,Aug,30,10:00
KAINJI (HYDRO),268.0,4.0,2019,Aug,30,10:00
ODUKPANI NIPP (GAS),220.1,3.0,2019,Aug,30,10:00
OLORUNSOGO (GAS),101.7,3.0,2019,Aug,30,10:00
OMOKU (GAS),49.7,4.0,2019,Aug,30,10:00
OMOTOSHO (GAS),83.1,3.0,2019,Aug,30,10:00
OMOTOSHO NIPP (GAS),69.4,1.0,2019,Aug,30,10:00
PARAS ENERGY (GAS),66.5,8.0,2019,Aug,30,10:00
SAPELE (STEAM),35.0,1.0,2019,Aug,30,10:00
SAPELE NIPP (GAS),73.0,1.0,2019,Aug,30,10:00
SHIRORO (HYDRO),505.0,4.0,2019,Aug,30,10:00
TRANS-AMADI (GAS),42.5,2.0,2019,Aug,30,10:00
