sector,num,unit,year,month,day,hour
AZURA-EDO IPP (GAS),384.0,3.0,2020,Sep,13,20:30
DELTA (GAS),368.0,9.0,2020,Sep,13,20:30
GEREGU NIPP (GAS),124.0,1.0,2020,Sep,13,20:30
IBOM POWER (GAS),96.7,1.0,2020,Sep,13,20:30
IHOVBOR NIPP (GAS),80.6,1.0,2020,Sep,13,20:30
JEBBA (HYDRO),307.0,4.0,2020,Sep,13,20:30
KAINJI (HYDRO),238.0,3.0,2020,Sep,13,20:30
OLORUNSOGO (GAS),165.2,1.0,2020,Sep,13,20:30
OMOTOSHO (GAS),188.4,6.0,2020,Sep,13,20:30
OMOTOSHO NIPP (GAS),100.0,1.0,2020,Sep,13,20:30
PARAS ENERGY (GAS),53.2,8.0,2020,Sep,13,20:30
SAPELE NIPP (GAS),172.7,2.0,2020,Sep,13,20:30
SHIRORO (HYDRO),418.0,3.0,2020,Sep,13,20:30
TRANS-AMADI (GAS),86.9,4.0,2020,Sep,13,20:30
