sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2021,Apr,23,19:45
AZURA-EDO IPP (GAS),443.0,3.0,2021,Apr,23,19:45
EGBIN (STEAM),844.0,5.0,2021,Apr,23,19:45
GEREGU NIPP (GAS),272.0,2.0,2021,Apr,23,19:45
JEBBA (HYDRO),366.0,4.0,2021,Apr,23,19:45
ODUKPANI NIPP (GAS),328.1,3.0,2021,Apr,23,19:45
OLORUNSOGO (GAS),119.3,1.0,2021,Apr,23,19:45
OMOKU (GAS),39.5,2.0,2021,Apr,23,19:45
OMOTOSHO (GAS),127.0,4.0,2021,Apr,23,19:45
PARAS ENERGY (GAS),53.3,1.0,2021,Apr,23,19:45
RIVERS IPP (GAS),163.0,1.0,2021,Apr,23,19:45
SAPELE (STEAM),53.0,1.0,2021,Apr,23,19:45
SHIRORO (HYDRO),258.0,2.0,2021,Apr,23,19:45
TRANS-AMADI (GAS),59.9,4.0,2021,Apr,23,19:45
