sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),30.0,1.0,2020,Feb,14,18:00
AFAM VI (GAS/STEAM),108.0,4.0,2020,Feb,14,18:00
ALAOJI NIPP (GAS),163.9,2.0,2020,Feb,14,18:00
AZURA-EDO IPP (GAS),275.0,3.0,2020,Feb,14,18:00
DELTA (GAS),184.0,6.0,2020,Feb,14,18:00
EGBIN (STEAM),618.0,4.0,2020,Feb,14,18:00
GEREGU (GAS),244.0,2.0,2020,Feb,14,18:00
GEREGU NIPP (GAS),122.0,1.0,2020,Feb,14,18:00
JEBBA (HYDRO),305.0,4.0,2020,Feb,14,18:00
KAINJI (HYDRO),276.0,4.0,2020,Feb,14,18:00
ODUKPANI NIPP (GAS),364.9,4.0,2020,Feb,14,18:00
OLORUNSOGO (GAS),75.6,3.0,2020,Feb,14,18:00
OMOTOSHO (GAS),83.4,3.0,2020,Feb,14,18:00
OMOTOSHO NIPP (GAS),96.7,1.0,2020,Feb,14,18:00
PARAS ENERGY (GAS),93.0,11.0,2020,Feb,14,18:00
RIVERS IPP (GAS),115.0,1.0,2020,Feb,14,18:00
SHIRORO (HYDRO),165.0,3.0,2020,Feb,14,18:00
TRANS-AMADI (GAS),40.2,3.0,2020,Feb,14,18:00
