sector,num,unit,year,month,day,hour
AZURA-EDO IPP (GAS),279.0,3.0,2020,Sep,13,09:00
DELTA (GAS),186.0,8.0,2020,Sep,13,09:00
EGBIN (STEAM),342.0,4.0,2020,Sep,13,09:00
GEREGU (GAS),117.0,1.0,2020,Sep,13,09:00
GEREGU NIPP (GAS),0.0,1.0,2020,Sep,13,09:00
JEBBA (HYDRO),224.0,3.0,2020,Sep,13,09:00
KAINJI (HYDRO),195.0,3.0,2020,Sep,13,09:00
OLORUNSOGO (GAS),104.0,4.0,2020,Sep,13,09:00
OMOTOSHO (GAS),101.1,4.0,2020,Sep,13,09:00
PARAS ENERGY (GAS),48.4,8.0,2020,Sep,13,09:00
SAPELE (STEAM),32.0,1.0,2020,Sep,13,09:00
SHIRORO (HYDRO),344.0,3.0,2020,Sep,13,09:00
TRANS-AMADI (GAS),29.8,3.0,2020,Sep,13,09:00
