sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),313.0,4.0,2020,Jul,12,21:15
AZURA-EDO IPP (GAS),441.0,3.0,2020,Jul,12,21:15
GEREGU NIPP (GAS),139.0,1.0,2020,Jul,12,21:15
IBOM POWER (GAS),71.8,1.0,2020,Jul,12,21:15
JEBBA (HYDRO),360.0,4.0,2020,Jul,12,21:15
OMOKU (GAS),113.7,5.0,2020,Jul,12,21:15
OMOTOSHO (GAS),161.8,5.0,2020,Jul,12,21:15
OMOTOSHO NIPP (GAS),112.9,1.0,2020,Jul,12,21:15
RIVERS IPP (GAS),163.0,1.0,2020,Jul,12,21:15
SHIRORO (HYDRO),324.0,3.0,2020,Jul,12,21:15
TRANS-AMADI (GAS),94.0,4.0,2020,Jul,12,21:15
