unit,num,sector,year,month,day,hour
1,60.00,AFAM IV &amp; V (GAS),2018,Jan,2,19:00
4,569.00,EGBIN (STEAM),2018,Jan,2,19:00
1,116.00,GEREGU NIPP (GAS),2018,Jan,2,19:00
1,101.20,IHOVBOR NIPP (GAS),2018,Jan,2,19:00
1,109.80,OLORUNSOGO NIPP (GAS),2018,Jan,2,19:00
1,106.80,OMOTOSHO NIPP (GAS),2018,Jan,2,19:00
9,66.20,PARAS ENERGY (GAS),2018,Jan,2,19:00
