sector,num,unit,year,month,day,hour
GEREGU NIPP (GAS),81.0,1.0,2020,May,25,20:15
IBOM POWER (GAS),52.3,1.0,2020,May,25,20:15
ODUKPANI NIPP (GAS),431.2,4.0,2020,May,25,20:15
OLORUNSOGO (GAS),97.4,1.0,2020,May,25,20:15
OMOKU (GAS),75.8,5.0,2020,May,25,20:15
OMOTOSHO (GAS),134.5,4.0,2020,May,25,20:15
OMOTOSHO NIPP (GAS),110.9,1.0,2020,May,25,20:15
RIVERS IPP (GAS),161.0,1.0,2020,May,25,20:15
SAPELE (STEAM),64.2,2.0,2020,May,25,20:15
SHIRORO (HYDRO),107.0,2.0,2020,May,25,20:15
TRANS-AMADI (GAS),64.4,4.0,2020,May,25,20:15
