sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2020,Dec,3,20:30
AZURA-EDO IPP (GAS),409.0,3.0,2020,Dec,3,20:30
GEREGU NIPP (GAS),131.0,1.0,2020,Dec,3,20:30
JEBBA (HYDRO),367.0,4.0,2020,Dec,3,20:30
ODUKPANI NIPP (GAS),496.3,5.0,2020,Dec,3,20:30
OLORUNSOGO (GAS),128.6,4.0,2020,Dec,3,20:30
OMOKU (GAS),64.2,4.0,2020,Dec,3,20:30
OMOTOSHO (GAS),123.1,4.0,2020,Dec,3,20:30
OMOTOSHO NIPP (GAS),97.0,1.0,2020,Dec,3,20:30
RIVERS IPP (GAS),150.0,1.0,2020,Dec,3,20:30
SAPELE (STEAM),56.0,1.0,2020,Dec,3,20:30
SHIRORO (HYDRO),430.0,3.0,2020,Dec,3,20:30
TRANS-AMADI (GAS),72.0,4.0,2020,Dec,3,20:30
