sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),80.0,2.0,2021,Aug,23,10:00
AFAM VI (GAS/STEAM),347.0,4.0,2021,Aug,23,10:00
ALAOJI NIPP (GAS),110.4,1.0,2021,Aug,23,10:00
AZURA-EDO IPP (GAS),406.0,3.0,2021,Aug,23,10:00
DELTA (GAS),336.0,9.0,2021,Aug,23,10:00
EGBIN (STEAM),506.0,4.0,2021,Aug,23,10:00
GEREGU (GAS),140.0,1.0,2021,Aug,23,10:00
GEREGU NIPP (GAS),129.0,1.0,2021,Aug,23,10:00
JEBBA (HYDRO),411.0,5.0,2021,Aug,23,10:00
KAINJI (HYDRO),227.0,3.0,2021,Aug,23,10:00
ODUKPANI NIPP (GAS),308.7,3.0,2021,Aug,23,10:00
OLORUNSOGO (GAS),123.7,4.0,2021,Aug,23,10:00
OMOKU (GAS),51.0,3.0,2021,Aug,23,10:00
OMOTOSHO (GAS),131.8,4.0,2021,Aug,23,10:00
PARAS ENERGY (GAS),50.9,8.0,2021,Aug,23,10:00
RIVERS IPP (GAS),90.0,1.0,2021,Aug,23,10:00
SHIRORO (HYDRO),422.0,3.0,2021,Aug,23,10:00
