sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),247.0,4.0,2019,Aug,24,21:45
AZURA-EDO IPP (GAS),207.0,2.0,2019,Aug,24,21:45
DELTA (GAS),469.0,1.0,2019,Aug,24,21:45
GEREGU (GAS),208.0,2.0,2019,Aug,24,21:45
GEREGU NIPP (GAS),80.0,1.0,2019,Aug,24,21:45
IHOVBOR NIPP (GAS),80.5,1.0,2019,Aug,24,21:45
JEBBA (HYDRO),427.0,5.0,2019,Aug,24,21:45
ODUKPANI NIPP (GAS),304.3,3.0,2019,Aug,24,21:45
OLORUNSOGO (GAS),164.4,5.0,2019,Aug,24,21:45
OMOKU (GAS),56.2,3.0,2019,Aug,24,21:45
RIVERS IPP (GAS),110.0,1.0,2019,Aug,24,21:45
SAPELE (STEAM),61.0,2.0,2019,Aug,24,21:45
SHIRORO (HYDRO),594.0,4.0,2019,Aug,24,21:45
TRANS-AMADI (GAS),63.2,3.0,2019,Aug,24,21:45
