sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),100.0,4.0,2021,Sep,23,05:00
ALAOJI NIPP (GAS),107.6,1.0,2021,Sep,23,05:00
AZURA-EDO IPP (GAS),375.0,3.0,2021,Sep,23,05:00
DELTA (GAS),219.0,8.0,2021,Sep,23,05:00
EGBIN (STEAM),356.0,4.0,2021,Sep,23,05:00
GEREGU (GAS),80.0,1.0,2021,Sep,23,05:00
GEREGU NIPP (GAS),41.0,1.0,2021,Sep,23,05:00
JEBBA (HYDRO),455.0,5.0,2021,Sep,23,05:00
KAINJI (HYDRO),321.0,4.0,2021,Sep,23,05:00
ODUKPANI NIPP (GAS),271.5,3.0,2021,Sep,23,05:00
OLORUNSOGO (GAS),86.8,3.0,2021,Sep,23,05:00
OMOKU (GAS),53.4,3.0,2021,Sep,23,05:00
OMOTOSHO (GAS),90.9,3.0,2021,Sep,23,05:00
PARAS ENERGY (GAS),41.4,7.0,2021,Sep,23,05:00
SAPELE (STEAM),43.0,1.0,2021,Sep,23,05:00
SAPELE NIPP (GAS),74.6,1.0,2021,Sep,23,05:00
SHIRORO (HYDRO),438.0,3.0,2021,Sep,23,05:00
