sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2020,Oct,19,23:00
AFAM VI (GAS/STEAM),257.0,4.0,2020,Oct,19,23:00
ALAOJI NIPP (GAS),75.4,1.0,2020,Oct,19,23:00
AZURA-EDO IPP (GAS),375.0,3.0,2020,Oct,19,23:00
DELTA (GAS),340.0,9.0,2020,Oct,19,23:00
EGBIN (STEAM),675.0,4.0,2020,Oct,19,23:00
GEREGU (GAS),292.0,3.0,2020,Oct,19,23:00
GEREGU NIPP (GAS),118.0,1.0,2020,Oct,19,23:00
IHOVBOR NIPP (GAS),104.9,1.0,2020,Oct,19,23:00
JEBBA (HYDRO),317.0,4.0,2020,Oct,19,23:00
KAINJI (HYDRO),361.0,4.0,2020,Oct,19,23:00
ODUKPANI NIPP (GAS),265.4,3.0,2020,Oct,19,23:00
OLORUNSOGO (GAS),186.0,6.0,2020,Oct,19,23:00
OMOKU (GAS),40.4,3.0,2020,Oct,19,23:00
OMOTOSHO (GAS),170.9,5.0,2020,Oct,19,23:00
PARAS ENERGY (GAS),47.6,8.0,2020,Oct,19,23:00
RIVERS IPP (GAS),80.0,1.0,2020,Oct,19,23:00
SAPELE (STEAM),41.4,2.0,2020,Oct,19,23:00
SHIRORO (HYDRO),376.0,3.0,2020,Oct,19,23:00
