sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),216.0,4.0,2022,Jan,21,02:00
AZURA-EDO IPP (GAS),260.0,2.0,2022,Jan,21,02:00
DELTA (GAS),391.0,9.0,2022,Jan,21,02:00
EGBIN (STEAM),510.0,3.0,2022,Jan,21,02:00
GEREGU (GAS),347.0,3.0,2022,Jan,21,02:00
GEREGU NIPP (GAS),80.0,1.0,2022,Jan,21,02:00
IBOM POWER (GAS),30.3,1.0,2022,Jan,21,02:00
JEBBA (HYDRO),404.0,5.0,2022,Jan,21,02:00
KAINJI (HYDRO),353.0,4.0,2022,Jan,21,02:00
ODUKPANI NIPP (GAS),280.8,3.0,2022,Jan,21,02:00
OLORUNSOGO (GAS),75.4,3.0,2022,Jan,21,02:00
OMOKU (GAS),50.9,3.0,2022,Jan,21,02:00
OMOTOSHO (GAS),141.0,5.0,2022,Jan,21,02:00
PARAS ENERGY (GAS),49.3,8.0,2022,Jan,21,02:00
RIVERS IPP (GAS),85.0,1.0,2022,Jan,21,02:00
SAPELE (STEAM),44.0,1.0,2022,Jan,21,02:00
SAPELE NIPP (GAS),80.4,1.0,2022,Jan,21,02:00
SHIRORO (HYDRO),115.0,2.0,2022,Jan,21,02:00
TRANS-AMADI (GAS),55.2,4.0,2022,Jan,21,02:00
