unit,num,sector,year,month,day,hour
1,50.00,AFAM IV &amp; V (GAS),2018,Jan,1,20:00
4,645.00,EGBIN (STEAM),2018,Jan,1,20:00
1,108.00,GEREGU NIPP (GAS),2018,Jan,1,20:00
1,100.50,IHOVBOR NIPP (GAS),2018,Jan,1,20:00
1,111.70,OLORUNSOGO NIPP (GAS),2018,Jan,1,20:00
4,135.90,OMOTOSHO (GAS),2018,Jan,1,20:00
1,103.50,OMOTOSHO NIPP (GAS),2018,Jan,1,20:00
9,68.60,PARAS ENERGY (GAS),2018,Jan,1,20:00
