unit,num,sector,year,month,day,hour
4,557.00,EGBIN (STEAM),2018,Jan,1,04:00
1,98.00,GEREGU NIPP (GAS),2018,Jan,1,04:00
1,70.60,IHOVBOR NIPP (GAS),2018,Jan,1,04:00
1,79.00,OLORUNSOGO NIPP (GAS),2018,Jan,1,04:00
1,91.10,OMOTOSHO NIPP (GAS),2018,Jan,1,04:00
9,69.40,PARAS ENERGY (GAS),2018,Jan,1,04:00
