sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),131.0,4.0,2019,Jan,8,09:00
AZURA-EDO IPP (GAS),283.0,3.0,2019,Jan,8,09:00
EGBIN (STEAM),279.0,2.0,2019,Jan,8,09:00
GEREGU NIPP (GAS),217.0,2.0,2019,Jan,8,09:00
IBOM POWER (GAS),103.1,1.0,2019,Jan,8,09:00
IHOVBOR NIPP (GAS),82.7,1.0,2019,Jan,8,09:00
JEBBA (HYDRO),241.0,3.0,2019,Jan,8,09:00
KAINJI (HYDRO),310.0,4.0,2019,Jan,8,09:00
OMOKU (GAS),60.8,3.0,2019,Jan,8,09:00
OMOTOSHO (GAS),135.5,4.0,2019,Jan,8,09:00
OMOTOSHO NIPP (GAS),101.7,1.0,2019,Jan,8,09:00
PARAS ENERGY (GAS),65.6,9.0,2019,Jan,8,09:00
