sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),40.0,1.0,2020,Nov,11,03:00
AFAM VI (GAS/STEAM),258.0,4.0,2020,Nov,11,03:00
ALAOJI NIPP (GAS),111.5,1.0,2020,Nov,11,03:00
DELTA (GAS),363.0,9.0,2020,Nov,11,03:00
EGBIN (STEAM),558.0,4.0,2020,Nov,11,03:00
GEREGU (GAS),240.0,2.0,2020,Nov,11,03:00
JEBBA (HYDRO),369.0,4.0,2020,Nov,11,03:00
KAINJI (HYDRO),400.0,4.0,2020,Nov,11,03:00
ODUKPANI NIPP (GAS),186.9,2.0,2020,Nov,11,03:00
OLORUNSOGO (GAS),135.4,5.0,2020,Nov,11,03:00
OMOKU (GAS),57.8,4.0,2020,Nov,11,03:00
OMOTOSHO (GAS),125.4,5.0,2020,Nov,11,03:00
OMOTOSHO NIPP (GAS),96.2,1.0,2020,Nov,11,03:00
PARAS ENERGY (GAS),50.8,8.0,2020,Nov,11,03:00
RIVERS IPP (GAS),127.0,1.0,2020,Nov,11,03:00
SAPELE (STEAM),55.0,1.0,2020,Nov,11,03:00
SAPELE NIPP (GAS),79.7,1.0,2020,Nov,11,03:00
SHIRORO (HYDRO),375.0,4.0,2020,Nov,11,03:00
TRANS-AMADI (GAS),50.7,4.0,2020,Nov,11,03:00
