sector,num,unit,year,month,day,hour
AZURA-EDO IPP (GAS),445.0,3.0,2020,May,19,20:45
GEREGU (GAS),364.0,3.0,2020,May,19,20:45
GEREGU NIPP (GAS),145.0,1.0,2020,May,19,20:45
IBOM POWER (GAS),60.4,1.0,2020,May,19,20:45
IHOVBOR NIPP (GAS),107.7,1.0,2020,May,19,20:45
JEBBA (HYDRO),343.0,4.0,2020,May,19,20:45
OLORUNSOGO (GAS),123.6,1.0,2020,May,19,20:45
OLORUNSOGO NIPP (GAS),113.4,1.0,2020,May,19,20:45
OMOTOSHO (GAS),131.8,4.0,2020,May,19,20:45
OMOTOSHO NIPP (GAS),110.9,1.0,2020,May,19,20:45
RIVERS IPP (GAS),163.0,1.0,2020,May,19,20:45
SHIRORO (HYDRO),254.0,2.0,2020,May,19,20:45
