unit,num,sector,year,month,day,hour
4,630.00,EGBIN (STEAM),2018,Jan,1,15:00
1,99.00,GEREGU NIPP (GAS),2018,Jan,1,15:00
1,98.70,IHOVBOR NIPP (GAS),2018,Jan,1,15:00
4,129.60,OMOTOSHO (GAS),2018,Jan,1,15:00
1,100.70,OMOTOSHO NIPP (GAS),2018,Jan,1,15:00
9,68.00,PARAS ENERGY (GAS),2018,Jan,1,15:00
