sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),120.0,2.0,2021,May,7,16:00
ALAOJI NIPP (GAS),218.7,2.0,2021,May,7,16:00
AZURA-EDO IPP (GAS),430.0,3.0,2021,May,7,16:00
DELTA (GAS),358.0,8.0,2021,May,7,16:00
EGBIN (STEAM),890.0,5.0,2021,May,7,16:00
GEREGU (GAS),412.0,3.0,2021,May,7,16:00
JEBBA (HYDRO),402.0,5.0,2021,May,7,16:00
KAINJI (HYDRO),230.0,3.0,2021,May,7,16:00
ODUKPANI NIPP (GAS),324.5,3.0,2021,May,7,16:00
OLORUNSOGO (GAS),152.4,5.0,2021,May,7,16:00
OMOKU (GAS),39.2,2.0,2021,May,7,16:00
OMOTOSHO (GAS),121.1,4.0,2021,May,7,16:00
PARAS ENERGY (GAS),52.4,8.0,2021,May,7,16:00
SAPELE (STEAM),49.0,1.0,2021,May,7,16:00
TRANS-AMADI (GAS),38.3,3.0,2021,May,7,16:00
