sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),140.0,4.0,2019,Aug,23,18:00
AZURA-EDO IPP (GAS),150.0,3.0,2019,Aug,23,18:00
DELTA (GAS),313.0,10.0,2019,Aug,23,18:00
EGBIN (STEAM),540.0,4.0,2019,Aug,23,18:00
GEREGU (GAS),160.0,2.0,2019,Aug,23,18:00
GEREGU NIPP (GAS),80.0,1.0,2019,Aug,23,18:00
IBOM POWER (GAS),67.8,1.0,2019,Aug,23,18:00
IHOVBOR NIPP (GAS),97.9,1.0,2019,Aug,23,18:00
JEBBA (HYDRO),290.0,4.0,2019,Aug,23,18:00
KAINJI (HYDRO),248.0,4.0,2019,Aug,23,18:00
ODUKPANI NIPP (GAS),193.8,2.0,2019,Aug,23,18:00
OLORUNSOGO (GAS),215.8,7.0,2019,Aug,23,18:00
OMOKU (GAS),49.6,3.0,2019,Aug,23,18:00
RIVERS IPP (GAS),148.0,1.0,2019,Aug,23,18:00
SAPELE (STEAM),76.0,2.0,2019,Aug,23,18:00
SAPELE NIPP (GAS),86.0,1.0,2019,Aug,23,18:00
TRANS-AMADI (GAS),56.0,3.0,2019,Aug,23,18:00
