sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),120.0,2.0,2021,Aug,11,20:45
AZURA-EDO IPP (GAS),403.0,3.0,2021,Aug,11,20:45
EGBIN (STEAM),936.0,5.0,2021,Aug,11,20:45
GEREGU (GAS),133.0,1.0,2021,Aug,11,20:45
JEBBA (HYDRO),438.0,5.0,2021,Aug,11,20:45
ODUKPANI NIPP (GAS),410.5,4.0,2021,Aug,11,20:45
OLORUNSOGO (GAS),159.2,1.0,2021,Aug,11,20:45
OMOKU (GAS),40.6,2.0,2021,Aug,11,20:45
OMOTOSHO (GAS),162.3,5.0,2021,Aug,11,20:45
PARAS ENERGY (GAS),51.35,1.0,2021,Aug,11,20:45
RIVERS IPP (GAS),148.0,1.0,2021,Aug,11,20:45
SAPELE NIPP (GAS),103.4,1.0,2021,Aug,11,20:45
TRANS-AMADI (GAS),66.6,4.0,2021,Aug,11,20:45
