sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),51.0,1.0,2022,Jun,30,10:00
AFAM VI (GAS/STEAM),0.0,4.0,2022,Jun,30,10:00
AZURA-EDO IPP (GAS),447.0,3.0,2022,Jun,30,10:00
DADINKOWA G.S (HYDRO),15.1,2.0,2022,Jun,30,10:00
DELTA (GAS),552.0,10.0,2022,Jun,30,10:00
EGBIN (STEAM),225.0,2.0,2022,Jun,30,10:00
GEREGU (GAS),124.0,1.0,2022,Jun,30,10:00
GEREGU NIPP (GAS),139.0,1.0,2022,Jun,30,10:00
IBOM POWER (GAS),78.3,1.0,2022,Jun,30,10:00
IHOVBOR NIPP (GAS),102.9,1.0,2022,Jun,30,10:00
JEBBA (HYDRO),169.0,2.0,2022,Jun,30,10:00
KAINJI (HYDRO),102.0,2.0,2022,Jun,30,10:00
ODUKPANI NIPP (GAS),328.2,3.0,2022,Jun,30,10:00
OKPAI (GAS/STEAM),144.0,3.0,2022,Jun,30,10:00
OLORUNSOGO (GAS),98.4,3.0,2022,Jun,30,10:00
OMOKU (GAS),52.3,3.0,2022,Jun,30,10:00
OMOTOSHO (GAS),121.5,4.0,2022,Jun,30,10:00
OMOTOSHO NIPP (GAS),112.2,3.0,2022,Jun,30,10:00
PARAS ENERGY (GAS),47.7,7.0,2022,Jun,30,10:00
RIVERS IPP (GAS),140.0,1.0,2022,Jun,30,10:00
SAPELE (STEAM),52.0,1.0,2022,Jun,30,10:00
SHIRORO (HYDRO),256.0,2.0,2022,Jun,30,10:00
TRANS-AMADI (GAS),54.4,4.0,2022,Jun,30,10:00
