unit,num,sector,year,month,day,hour
1,60.00,AFAM IV &amp; V (GAS),2018,Jan,2,16:00
4,561.00,EGBIN (STEAM),2018,Jan,2,16:00
1,98.00,GEREGU NIPP (GAS),2018,Jan,2,16:00
1,94.50,IHOVBOR NIPP (GAS),2018,Jan,2,16:00
1,106.90,OLORUNSOGO NIPP (GAS),2018,Jan,2,16:00
4,121.40,OMOTOSHO (GAS),2018,Jan,2,16:00
1,99.80,OMOTOSHO NIPP (GAS),2018,Jan,2,16:00
9,66.20,PARAS ENERGY (GAS),2018,Jan,2,16:00
