sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),48.0,1.0,2022,Feb,24,20:30
AFAM VI (GAS/STEAM),75.0,4.0,2022,Feb,24,20:30
ALAOJI NIPP (GAS),190.9,2.0,2022,Feb,24,20:30
AZURA-EDO IPP (GAS),438.0,3.0,2022,Feb,24,20:30
EGBIN (STEAM),704.0,4.0,2022,Feb,24,20:30
GEREGU (GAS),136.0,1.0,2022,Feb,24,20:30
IBOM POWER (GAS),25.4,1.0,2022,Feb,24,20:30
IHOVBOR NIPP (GAS),99.3,1.0,2022,Feb,24,20:30
JEBBA (HYDRO),409.0,5.0,2022,Feb,24,20:30
ODUKPANI NIPP (GAS),208.4,2.0,2022,Feb,24,20:30
OLORUNSOGO (GAS),75.9,1.0,2022,Feb,24,20:30
OMOKU (GAS),33.8,3.0,2022,Feb,24,20:30
OMOTOSHO (GAS),66.2,2.0,2022,Feb,24,20:30
OMOTOSHO NIPP (GAS),92.9,1.0,2022,Feb,24,20:30
PARAS ENERGY (GAS),52.9,1.0,2022,Feb,24,20:30
RIVERS IPP (GAS),162.0,1.0,2022,Feb,24,20:30
SAPELE (STEAM),45.0,1.0,2022,Feb,24,20:30
SHIRORO (HYDRO),427.0,3.0,2022,Feb,24,20:30
TRANS-AMADI (GAS),92.9,4.0,2022,Feb,24,20:30
