sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2019,May,11,15:00
AFAM VI (GAS/STEAM),134.0,4.0,2019,May,11,15:00
EGBIN (STEAM),434.0,3.0,2019,May,11,15:00
GEREGU NIPP (GAS),210.0,2.0,2019,May,11,15:00
IBOM POWER (GAS),73.0,1.0,2019,May,11,15:00
JEBBA (HYDRO),329.0,4.0,2019,May,11,15:00
ODUKPANI NIPP (GAS),185.9,2.0,2019,May,11,15:00
OLORUNSOGO NIPP (GAS),218.3,2.0,2019,May,11,15:00
OMOKU (GAS),53.6,3.0,2019,May,11,15:00
OMOTOSHO NIPP (GAS),102.1,1.0,2019,May,11,15:00
PARAS ENERGY (GAS),60.1,8.0,2019,May,11,15:00
RIVERS IPP (GAS),110.0,1.0,2019,May,11,15:00
SAPELE (STEAM),35.0,1.0,2019,May,11,15:00
