sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2020,Dec,31,23:00
AFAM VI (GAS/STEAM),271.0,4.0,2020,Dec,31,23:00
AZURA-EDO IPP (GAS),411.0,3.0,2020,Dec,31,23:00
DELTA (GAS),372.0,9.0,2020,Dec,31,23:00
EGBIN (STEAM),795.0,4.0,2020,Dec,31,23:00
GEREGU (GAS),351.0,3.0,2020,Dec,31,23:00
GEREGU NIPP (GAS),131.0,1.0,2020,Dec,31,23:00
IBOM POWER (GAS),78.4,1.0,2020,Dec,31,23:00
JEBBA (HYDRO),368.0,4.0,2020,Dec,31,23:00
KAINJI (HYDRO),339.0,4.0,2020,Dec,31,23:00
OLORUNSOGO (GAS),187.2,6.0,2020,Dec,31,23:00
OMOKU (GAS),42.5,4.0,2020,Dec,31,23:00
OMOTOSHO (GAS),122.3,4.0,2020,Dec,31,23:00
SAPELE (STEAM),57.0,1.0,2020,Dec,31,23:00
SAPELE NIPP (GAS),91.1,1.0,2020,Dec,31,23:00
SHIRORO (HYDRO),423.0,3.0,2020,Dec,31,23:00
