unit,num,sector,year,month,day,hour
1,60.00,AFAM IV &amp; V (GAS),2018,Jan,2,19:15
4,592.00,EGBIN (STEAM),2018,Jan,2,19:15
1,131.00,GEREGU NIPP (GAS),2018,Jan,2,19:15
1,102.10,IHOVBOR NIPP (GAS),2018,Jan,2,19:15
1,110.70,OLORUNSOGO NIPP (GAS),2018,Jan,2,19:15
1,106.90,OMOTOSHO NIPP (GAS),2018,Jan,2,19:15
