sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),120.0,2.0,2021,Sep,30,20:00
AFAM VI (GAS/STEAM),160.0,4.0,2021,Sep,30,20:00
ALAOJI NIPP (GAS),112.4,1.0,2021,Sep,30,20:00
AZURA-EDO IPP (GAS),414.0,3.0,2021,Sep,30,20:00
DELTA (GAS),468.0,9.0,2021,Sep,30,20:00
EGBIN (STEAM),704.0,4.0,2021,Sep,30,20:00
GEREGU NIPP (GAS),132.0,1.0,2021,Sep,30,20:00
JEBBA (HYDRO),461.0,5.0,2021,Sep,30,20:00
KAINJI (HYDRO),367.0,4.0,2021,Sep,30,20:00
ODUKPANI NIPP (GAS),311.6,3.0,2021,Sep,30,20:00
OLORUNSOGO (GAS),120.5,4.0,2021,Sep,30,20:00
OMOKU (GAS),56.2,3.0,2021,Sep,30,20:00
OMOTOSHO (GAS),135.5,4.0,2021,Sep,30,20:00
PARAS ENERGY (GAS),40.7,7.0,2021,Sep,30,20:00
RIVERS IPP (GAS),80.0,1.0,2021,Sep,30,20:00
SAPELE (STEAM),53.0,1.0,2021,Sep,30,20:00
SAPELE NIPP (GAS),90.4,1.0,2021,Sep,30,20:00
SHIRORO (HYDRO),441.0,3.0,2021,Sep,30,20:00
