unit,num,sector,year,month,day,hour
1,50.00,AFAM IV &amp; V (GAS),2018,Jan,1,20:15
4,653.00,EGBIN (STEAM),2018,Jan,1,20:15
1,111.00,GEREGU NIPP (GAS),2018,Jan,1,20:15
1,102.00,IHOVBOR NIPP (GAS),2018,Jan,1,20:15
1,112.50,OLORUNSOGO NIPP (GAS),2018,Jan,1,20:15
1,107.30,OMOTOSHO NIPP (GAS),2018,Jan,1,20:15
