sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2020,Dec,19,12:00
AFAM VI (GAS/STEAM),425.0,4.0,2020,Dec,19,12:00
AZURA-EDO IPP (GAS),299.0,3.0,2020,Dec,19,12:00
DELTA (GAS),281.0,8.0,2020,Dec,19,12:00
EGBIN (STEAM),801.0,4.0,2020,Dec,19,12:00
GEREGU (GAS),240.0,2.0,2020,Dec,19,12:00
GEREGU NIPP (GAS),70.0,1.0,2020,Dec,19,12:00
JEBBA (HYDRO),365.0,4.0,2020,Dec,19,12:00
KAINJI (HYDRO),304.0,3.0,2020,Dec,19,12:00
ODUKPANI NIPP (GAS),441.7,4.0,2020,Dec,19,12:00
OLORUNSOGO (GAS),61.7,2.0,2020,Dec,19,12:00
OMOKU (GAS),59.4,4.0,2020,Dec,19,12:00
OMOTOSHO (GAS),61.8,2.0,2020,Dec,19,12:00
OMOTOSHO NIPP (GAS),91.7,1.0,2020,Dec,19,12:00
PARAS ENERGY (GAS),56.4,8.0,2020,Dec,19,12:00
RIVERS IPP (GAS),85.0,1.0,2020,Dec,19,12:00
SAPELE (STEAM),59.0,1.0,2020,Dec,19,12:00
SHIRORO (HYDRO),433.0,3.0,2020,Dec,19,12:00
TRANS-AMADI (GAS),73.8,4.0,2020,Dec,19,12:00
