sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2020,Nov,18,13:00
AFAM VI (GAS/STEAM),271.0,4.0,2020,Nov,18,13:00
AZURA-EDO IPP (GAS),431.0,3.0,2020,Nov,18,13:00
DELTA (GAS),352.0,9.0,2020,Nov,18,13:00
EGBIN (STEAM),572.0,4.0,2020,Nov,18,13:00
GEREGU (GAS),392.0,3.0,2020,Nov,18,13:00
GEREGU NIPP (GAS),133.0,1.0,2020,Nov,18,13:00
JEBBA (HYDRO),277.0,3.0,2020,Nov,18,13:00
KAINJI (HYDRO),405.0,4.0,2020,Nov,18,13:00
ODUKPANI NIPP (GAS),409.9,4.0,2020,Nov,18,13:00
OLORUNSOGO (GAS),150.2,5.0,2020,Nov,18,13:00
OMOKU (GAS),57.8,4.0,2020,Nov,18,13:00
OMOTOSHO (GAS),127.4,4.0,2020,Nov,18,13:00
OMOTOSHO NIPP (GAS),103.4,1.0,2020,Nov,18,13:00
SAPELE (STEAM),54.0,1.0,2020,Nov,18,13:00
SHIRORO (HYDRO),402.0,3.0,2020,Nov,18,13:00
TRANS-AMADI (GAS),47.1,2.0,2020,Nov,18,13:00
