sector,num,unit,year,month,day,hour
ALAOJI NIPP (GAS),108.1,1.0,2022,Jun,7,11:00
AZURA-EDO IPP (GAS),450.0,3.0,2022,Jun,7,11:00
DELTA (GAS),343.0,8.0,2022,Jun,7,11:00
GEREGU (GAS),225.0,2.0,2022,Jun,7,11:00
GEREGU NIPP (GAS),141.0,1.0,2022,Jun,7,11:00
IBOM POWER (GAS),25.4,1.0,2022,Jun,7,11:00
IHOVBOR NIPP (GAS),104.6,1.0,2022,Jun,7,11:00
JEBBA (HYDRO),87.0,1.0,2022,Jun,7,11:00
KAINJI (HYDRO),100.0,2.0,2022,Jun,7,11:00
ODUKPANI NIPP (GAS),210.1,2.0,2022,Jun,7,11:00
OLORUNSOGO (GAS),129.5,4.0,2022,Jun,7,11:00
OLORUNSOGO NIPP (GAS),65.9,1.0,2022,Jun,7,11:00
OMOKU (GAS),48.7,3.0,2022,Jun,7,11:00
OMOTOSHO (GAS),128.0,4.0,2022,Jun,7,11:00
PARAS ENERGY (GAS),45.6,7.0,2022,Jun,7,11:00
RIVERS IPP (GAS),151.0,1.0,2022,Jun,7,11:00
SAPELE (STEAM),55.0,1.0,2022,Jun,7,11:00
SAPELE NIPP (GAS),102.3,1.0,2022,Jun,7,11:00
SHIRORO (HYDRO),120.0,2.0,2022,Jun,7,11:00
