sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),105.0,2.0,2022,Apr,23,20:45
AFAM VI (GAS/STEAM),141.0,4.0,2022,Apr,23,20:45
ALAOJI NIPP (GAS),102.7,1.0,2022,Apr,23,20:45
AZURA-EDO IPP (GAS),423.0,3.0,2022,Apr,23,20:45
GEREGU (GAS),390.0,3.0,2022,Apr,23,20:45
GEREGU NIPP (GAS),133.0,1.0,2022,Apr,23,20:45
IBOM POWER (GAS),25.2,1.0,2022,Apr,23,20:45
IHOVBOR NIPP (GAS),84.4,1.0,2022,Apr,23,20:45
JEBBA (HYDRO),327.0,4.0,2022,Apr,23,20:45
OLORUNSOGO (GAS),196.5,1.0,2022,Apr,23,20:45
OLORUNSOGO NIPP (GAS),110.6,1.0,2022,Apr,23,20:45
OMOKU (GAS),47.5,3.0,2022,Apr,23,20:45
OMOTOSHO (GAS),157.0,5.0,2022,Apr,23,20:45
OMOTOSHO NIPP (GAS),88.6,1.0,2022,Apr,23,20:45
PARAS ENERGY (GAS),63.64,1.0,2022,Apr,23,20:45
RIVERS IPP (GAS),140.0,1.0,2022,Apr,23,20:45
SAPELE (STEAM),52.0,1.0,2022,Apr,23,20:45
SHIRORO (HYDRO),269.0,2.0,2022,Apr,23,20:45
TRANS-AMADI (GAS),85.7,4.0,2022,Apr,23,20:45
