sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),282.0,4.0,2022,Jan,6,20:30
ALAOJI NIPP (GAS),195.6,2.0,2022,Jan,6,20:30
AZURA-EDO IPP (GAS),429.0,3.0,2022,Jan,6,20:30
GEREGU (GAS),271.0,3.0,2022,Jan,6,20:30
GEREGU NIPP (GAS),132.0,1.0,2022,Jan,6,20:30
IBOM POWER (GAS),29.9,1.0,2022,Jan,6,20:30
JEBBA (HYDRO),452.0,5.0,2022,Jan,6,20:30
ODUKPANI NIPP (GAS),430.6,4.0,2022,Jan,6,20:30
OLORUNSOGO (GAS),79.8,1.0,2022,Jan,6,20:30
OMOKU (GAS),54.2,3.0,2022,Jan,6,20:30
OMOTOSHO (GAS),63.3,2.0,2022,Jan,6,20:30
PARAS ENERGY (GAS),35.4,1.0,2022,Jan,6,20:30
RIVERS IPP (GAS),160.0,1.0,2022,Jan,6,20:30
SAPELE (STEAM),52.0,1.0,2022,Jan,6,20:30
SHIRORO (HYDRO),408.0,3.0,2022,Jan,6,20:30
TRANS-AMADI (GAS),92.0,4.0,2022,Jan,6,20:30
