sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),40.0,1.0,2021,Nov,24,08:00
AFAM VI (GAS/STEAM),160.0,4.0,2021,Nov,24,08:00
ALAOJI NIPP (GAS),83.3,1.0,2021,Nov,24,08:00
AZURA-EDO IPP (GAS),399.0,3.0,2021,Nov,24,08:00
DELTA (GAS),353.0,9.0,2021,Nov,24,08:00
GEREGU (GAS),264.0,2.0,2021,Nov,24,08:00
GEREGU NIPP (GAS),128.0,1.0,2021,Nov,24,08:00
IBOM POWER (GAS),30.1,1.0,2021,Nov,24,08:00
IHOVBOR NIPP (GAS),85.0,1.0,2021,Nov,24,08:00
JEBBA (HYDRO),460.0,5.0,2021,Nov,24,08:00
KAINJI (HYDRO),367.0,4.0,2021,Nov,24,08:00
ODUKPANI NIPP (GAS),301.4,3.0,2021,Nov,24,08:00
OLORUNSOGO (GAS),179.9,6.0,2021,Nov,24,08:00
OMOKU (GAS),51.5,3.0,2021,Nov,24,08:00
OMOTOSHO (GAS),120.4,4.0,2021,Nov,24,08:00
PARAS ENERGY (GAS),34.3,6.0,2021,Nov,24,08:00
RIVERS IPP (GAS),80.0,1.0,2021,Nov,24,08:00
