unit,num,sector,year,month,day,hour
4,0.00,AFAM VI (GAS/STEAM),2018,Feb,3,09:00
4,551.00,EGBIN (STEAM),2018,Feb,3,09:00
1,102.00,GEREGU NIPP (GAS),2018,Feb,3,09:00
1,80.20,IHOVBOR NIPP (GAS),2018,Feb,3,09:00
5,170.80,OLORUNSOGO (GAS),2018,Feb,3,09:00
4,139.00,OMOTOSHO (GAS),2018,Feb,3,09:00
9,68.60,PARAS ENERGY (GAS),2018,Feb,3,09:00
