sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),48.0,1.0,2022,Feb,2,14:00
AFAM VI (GAS/STEAM),215.0,4.0,2022,Feb,2,14:00
ALAOJI NIPP (GAS),106.5,1.0,2022,Feb,2,14:00
AZURA-EDO IPP (GAS),265.0,2.0,2022,Feb,2,14:00
DELTA (GAS),506.0,10.0,2022,Feb,2,14:00
GEREGU (GAS),396.0,3.0,2022,Feb,2,14:00
GEREGU NIPP (GAS),128.0,1.0,2022,Feb,2,14:00
IBOM POWER (GAS),25.3,1.0,2022,Feb,2,14:00
IHOVBOR NIPP (GAS),105.4,1.0,2022,Feb,2,14:00
JEBBA (HYDRO),327.0,4.0,2022,Feb,2,14:00
KAINJI (HYDRO),378.0,4.0,2022,Feb,2,14:00
ODUKPANI NIPP (GAS),298.4,3.0,2022,Feb,2,14:00
OLORUNSOGO NIPP (GAS),71.6,1.0,2022,Feb,2,14:00
OMOKU (GAS),52.8,3.0,2022,Feb,2,14:00
OMOTOSHO (GAS),95.2,3.0,2022,Feb,2,14:00
OMOTOSHO NIPP (GAS),89.7,1.0,2022,Feb,2,14:00
PARAS ENERGY (GAS),39.1,6.0,2022,Feb,2,14:00
SAPELE (STEAM),54.0,1.0,2022,Feb,2,14:00
SHIRORO (HYDRO),185.0,2.0,2022,Feb,2,14:00
TRANS-AMADI (GAS),90.1,4.0,2022,Feb,2,14:00
