sector,num,unit,year,month,day,hour
AZURA-EDO IPP (GAS),408.0,3.0,2021,Jul,28,20:00
DELTA (GAS),445.0,9.0,2021,Jul,28,20:00
EGBIN (STEAM),128.0,3.0,2021,Jul,28,20:00
GEREGU (GAS),402.0,3.0,2021,Jul,28,20:00
GEREGU NIPP (GAS),130.0,1.0,2021,Jul,28,20:00
IBOM POWER (GAS),14.9,1.0,2021,Jul,28,20:00
KAINJI (HYDRO),109.0,2.0,2021,Jul,28,20:00
ODUKPANI NIPP (GAS),206.7,2.0,2021,Jul,28,20:00
OLORUNSOGO (GAS),61.0,2.0,2021,Jul,28,20:00
OMOKU (GAS),40.3,2.0,2021,Jul,28,20:00
OMOTOSHO (GAS),139.7,4.0,2021,Jul,28,20:00
PARAS ENERGY (GAS),48.0,8.0,2021,Jul,28,20:00
RIVERS IPP (GAS),120.0,1.0,2021,Jul,28,20:00
SAPELE NIPP (GAS),102.0,1.0,2021,Jul,28,20:00
TRANS-AMADI (GAS),71.5,4.0,2021,Jul,28,20:00
