sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),40.0,1.0,2021,Sep,6,18:00
AFAM VI (GAS/STEAM),148.0,4.0,2021,Sep,6,18:00
AZURA-EDO IPP (GAS),397.0,3.0,2021,Sep,6,18:00
DELTA (GAS),302.0,8.0,2021,Sep,6,18:00
EGBIN (STEAM),439.0,4.0,2021,Sep,6,18:00
GEREGU (GAS),212.0,2.0,2021,Sep,6,18:00
GEREGU NIPP (GAS),80.0,1.0,2021,Sep,6,18:00
JEBBA (HYDRO),404.0,5.0,2021,Sep,6,18:00
KAINJI (HYDRO),317.0,4.0,2021,Sep,6,18:00
ODUKPANI NIPP (GAS),200.2,2.0,2021,Sep,6,18:00
OLORUNSOGO (GAS),172.7,6.0,2021,Sep,6,18:00
OMOKU (GAS),39.6,3.0,2021,Sep,6,18:00
OMOTOSHO (GAS),162.6,5.0,2021,Sep,6,18:00
PARAS ENERGY (GAS),47.7,7.0,2021,Sep,6,18:00
RIVERS IPP (GAS),90.0,1.0,2021,Sep,6,18:00
SAPELE (STEAM),42.0,1.0,2021,Sep,6,18:00
SAPELE NIPP (GAS),84.5,1.0,2021,Sep,6,18:00
SHIRORO (HYDRO),440.0,3.0,2021,Sep,6,18:00
TRANS-AMADI (GAS),71.1,4.0,2021,Sep,6,18:00
